Channel,Gain,Time (sec),Time (hr),Well,Measurement,Units,Excitation,Emission,strain,sal,las,iptg,replicate,ChanStr
mScarletI,100,994,0.2761111111111111,G2,10,AFU,565,595,mscar_diff,0,0,0,3,mScarletI100565595
mScarletI,100,994,0.2761111111111111,G3,0,AFU,565,595,mscar_diff,0,0.1,0,3,mScarletI100565595
mScarletI,100,994,0.2761111111111111,G4,6,AFU,565,595,mscar_diff,0,0.3,0,3,mScarletI100565595
mScarletI,100,994,0.2761111111111111,G5,7,AFU,565,595,mscar_diff,0,1,0,3,mScarletI100565595
mScarletI,100,994,0.2761111111111111,G6,5,AFU,565,595,mscar_diff,0,3,0,3,mScarletI100565595
mScarletI,100,994,0.2761111111111111,G7,9,AFU,565,595,mscar_diff,0,10,0,3,mScarletI100565595
mScarletI,100,994,0.2761111111111111,G8,9,AFU,565,595,naive_T7_2,0,0,0,3,mScarletI100565595
mScarletI,100,994,0.2761111111111111,G9,10,AFU,565,595,naive_T7_2,0,0,10,3,mScarletI100565595
mScarletI,100,994,0.2761111111111111,G10,8,AFU,565,595,naive_T7_2,0,0,30,3,mScarletI100565595
mScarletI,100,994,0.2761111111111111,G11,4,AFU,565,595,naive_T7_2,0,0,100,3,mScarletI100565595
mScarletI,100,994,0.2761111111111111,G12,9,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,H1,6,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,H2,4,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,H3,7,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,H4,5,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,H5,3,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,H6,11,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,H7,5,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,H8,6,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,H9,15,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,H10,5,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,H11,9,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,994,0.2761111111111111,H12,7,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,A1,3,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,A2,13,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,A3,8,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,A4,28,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,A5,7,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,A6,2,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,A7,0,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,A8,7,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,A9,5,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,A10,0,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,A11,10,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,A12,3,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,B1,4,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,B2,8,AFU,565,595,mscar_diff,0,0,0,1,mScarletI100565595
