,plate,strain,sal,las,iptg,chlor,replicate,Measurement
584,7,ctrl,0.0,0,0,-,1,846.0
585,7,ctrl,0.0,0,0,-,2,839.0
586,7,ctrl,0.0,0,10,-,1,4357.0
587,7,ctrl,0.0,0,10,-,2,4253.0
588,7,ctrl,0.0,0,30,-,1,151.0
589,7,ctrl,0.0,0,30,-,2,142.0
590,7,ctrl,0.0,0,100,-,1,156.0
591,7,ctrl,0.0,0,100,-,2,158.0
592,7,stem,5.0,3,0,+,1,619.0
593,7,stem,5.0,3,0,+,2,682.0
594,7,stem,5.0,3,0,-,1,863.0
595,7,stem,5.0,3,0,-,2,871.0
596,7,stem,5.0,3,10,+,1,3694.0
597,7,stem,5.0,3,10,+,2,3514.0
598,7,stem,5.0,3,10,-,1,4405.0
599,7,stem,5.0,3,10,-,2,4961.0
600,7,stem,5.0,3,30,+,1,2367.0
601,7,stem,5.0,3,30,+,2,2782.0
602,7,stem,5.0,3,30,-,1,2869.0
603,7,stem,5.0,3,30,-,2,2119.0
604,7,stem,5.0,3,100,+,1,2224.0
605,7,stem,5.0,3,100,+,2,1559.0
606,7,stem,5.0,3,100,-,1,1842.0
607,7,stem,5.0,3,100,-,2,2252.0
608,7,stem,7.5,3,0,+,1,798.0
609,7,stem,7.5,3,0,+,2,688.0
610,7,stem,7.5,3,0,-,1,902.0
611,7,stem,7.5,3,0,-,2,905.0
612,7,stem,7.5,3,10,+,1,2573.0
613,7,stem,7.5,3,10,+,2,2095.0
614,7,stem,7.5,3,10,-,1,5133.0
615,7,stem,7.5,3,10,-,2,5530.0
616,7,stem,7.5,3,30,+,1,730.0
617,7,stem,7.5,3,30,+,2,688.0
618,7,stem,7.5,3,30,-,1,163.0
619,7,stem,7.5,3,30,-,2,158.0
620,7,stem,7.5,3,100,+,1,553.0
621,7,stem,7.5,3,100,+,2,1369.0
622,7,stem,7.5,3,100,-,1,270.0
623,7,stem,7.5,3,100,-,2,225.0
624,7,stem,10.0,3,0,+,1,254.0
625,7,stem,10.0,3,0,+,2,327.0
626,7,stem,10.0,3,0,-,1,935.0
627,7,stem,10.0,3,0,-,2,917.0
628,7,stem,10.0,3,10,+,1,171.0
629,7,stem,10.0,3,10,+,2,428.0
630,7,stem,10.0,3,10,-,1,3974.0
631,7,stem,10.0,3,10,-,2,4045.0
632,7,stem,10.0,3,30,+,1,156.0
633,7,stem,10.0,3,30,+,2,161.0
634,7,stem,10.0,3,30,-,1,145.0
635,7,stem,10.0,3,30,-,2,145.0
636,7,stem,10.0,3,100,+,1,226.0
637,7,stem,10.0,3,100,+,2,154.0
638,7,stem,10.0,3,100,-,1,160.0
639,7,stem,10.0,3,100,-,2,158.0
640,7,stem,12.5,3,0,+,1,278.0
641,7,stem,12.5,3,0,+,2,218.0
642,7,stem,12.5,3,0,-,1,924.0
643,7,stem,12.5,3,0,-,2,925.0
644,7,stem,12.5,3,10,+,1,154.0
645,7,stem,12.5,3,10,+,2,174.0
646,7,stem,12.5,3,10,-,1,4307.0
647,7,stem,12.5,3,10,-,2,4864.0
648,7,stem,12.5,3,30,+,1,150.0
649,7,stem,12.5,3,30,+,2,143.0
650,7,stem,12.5,3,30,-,1,142.0
651,7,stem,12.5,3,30,-,2,137.0
652,7,stem,12.5,3,100,+,1,134.0
653,7,stem,12.5,3,100,+,2,155.0
654,7,stem,12.5,3,100,-,1,147.0
655,7,stem,12.5,3,100,-,2,151.0
656,7,stem,15.0,3,0,+,1,269.0
657,7,stem,15.0,3,0,+,2,221.0
658,7,stem,15.0,3,0,-,1,897.0
659,7,stem,15.0,3,0,-,2,920.0
660,7,stem,15.0,3,10,+,1,256.0
661,7,stem,15.0,3,10,+,2,161.0
662,7,stem,15.0,3,10,-,1,4716.0
663,7,stem,15.0,3,10,-,2,4710.0
664,7,stem,15.0,3,30,+,1,149.0
665,7,stem,15.0,3,30,+,2,146.0
666,7,stem,15.0,3,30,-,1,141.0
667,7,stem,15.0,3,30,-,2,161.0
668,7,stem,15.0,3,100,+,1,158.0
669,7,stem,15.0,3,100,+,2,143.0
670,7,stem,15.0,3,100,-,1,160.0
671,7,stem,15.0,3,100,-,2,141.0
672,8,HCA_1,0.0,0,0,-,1,123.0
673,8,HCA_1,0.0,0,0,-,2,120.0
674,8,HCA_2,0.0,0,0,-,1,109.0
675,8,HCA_2,0.0,0,0,-,2,129.0
676,8,HCA_3,0.0,0,0,-,1,129.0
677,8,HCA_3,0.0,0,0,-,2,133.0
678,8,LNL,0.0,0,0,-,1,22.0
679,8,LNL,0.0,0,0,-,2,20.0
680,8,ctrl,0.0,0,0,-,1,925.0
681,8,ctrl,0.0,0,0,-,2,914.0
682,8,ctrl,0.0,0,10,-,1,2686.0
683,8,ctrl,0.0,0,10,-,2,2351.0
684,8,ctrl,0.0,0,30,-,1,162.0
685,8,ctrl,0.0,0,30,-,2,159.0
686,8,ctrl,0.0,0,100,-,1,156.0
687,8,ctrl,0.0,0,100,-,2,159.0
688,8,stem,5.0,3,0,+,1,632.0
689,8,stem,5.0,3,0,+,2,621.0
690,8,stem,5.0,3,0,-,1,868.0
691,8,stem,5.0,3,0,-,2,846.0
692,8,stem,5.0,3,10,+,1,2787.0
693,8,stem,5.0,3,10,+,2,3014.0
694,8,stem,5.0,3,10,-,1,3457.0
695,8,stem,5.0,3,10,-,2,4238.0
696,8,stem,5.0,3,30,+,1,1722.0
697,8,stem,5.0,3,30,+,2,2388.0
698,8,stem,5.0,3,30,-,1,2205.0
699,8,stem,5.0,3,30,-,2,1741.0
700,8,stem,5.0,3,100,+,1,1617.0
701,8,stem,5.0,3,100,+,2,1296.0
702,8,stem,5.0,3,100,-,1,1212.0
703,8,stem,5.0,3,100,-,2,1368.0
704,8,stem,7.5,3,0,+,1,510.0
705,8,stem,7.5,3,0,+,2,447.0
706,8,stem,7.5,3,0,-,1,862.0
707,8,stem,7.5,3,0,-,2,850.0
708,8,stem,7.5,3,10,+,1,727.0
709,8,stem,7.5,3,10,+,2,567.0
710,8,stem,7.5,3,10,-,1,3678.0
711,8,stem,7.5,3,10,-,2,4391.0
712,8,stem,7.5,3,30,+,1,242.0
713,8,stem,7.5,3,30,+,2,284.0
714,8,stem,7.5,3,30,-,1,150.0
715,8,stem,7.5,3,30,-,2,146.0
716,8,stem,7.5,3,100,+,1,243.0
717,8,stem,7.5,3,100,+,2,547.0
718,8,stem,7.5,3,100,-,1,168.0
719,8,stem,7.5,3,100,-,2,153.0
720,8,stem,10.0,3,0,+,1,240.0
721,8,stem,10.0,3,0,+,2,299.0
722,8,stem,10.0,3,0,-,1,879.0
723,8,stem,10.0,3,0,-,2,886.0
724,8,stem,10.0,3,10,+,1,179.0
725,8,stem,10.0,3,10,+,2,433.0
726,8,stem,10.0,3,10,-,1,2123.0
727,8,stem,10.0,3,10,-,2,2958.0
728,8,stem,10.0,3,30,+,1,170.0
729,8,stem,10.0,3,30,+,2,160.0
730,8,stem,10.0,3,30,-,1,138.0
731,8,stem,10.0,3,30,-,2,137.0
732,8,stem,10.0,3,100,+,1,250.0
733,8,stem,10.0,3,100,+,2,156.0
734,8,stem,10.0,3,100,-,1,146.0
735,8,stem,10.0,3,100,-,2,153.0
736,8,stem,12.5,3,0,+,1,251.0
737,8,stem,12.5,3,0,+,2,221.0
738,8,stem,12.5,3,0,-,1,865.0
739,8,stem,12.5,3,0,-,2,871.0
740,8,stem,12.5,3,10,+,1,149.0
741,8,stem,12.5,3,10,+,2,160.0
742,8,stem,12.5,3,10,-,1,2231.0
743,8,stem,12.5,3,10,-,2,3107.0
744,8,stem,12.5,3,30,+,1,153.0
745,8,stem,12.5,3,30,+,2,156.0
746,8,stem,12.5,3,30,-,1,147.0
747,8,stem,12.5,3,30,-,2,134.0
748,8,stem,12.5,3,100,+,1,157.0
749,8,stem,12.5,3,100,+,2,155.0
750,8,stem,12.5,3,100,-,1,135.0
751,8,stem,12.5,3,100,-,2,141.0
752,8,stem,15.0,3,0,+,1,258.0
753,8,stem,15.0,3,0,+,2,207.0
754,8,stem,15.0,3,0,-,1,869.0
755,8,stem,15.0,3,0,-,2,869.0
756,8,stem,15.0,3,10,+,1,250.0
757,8,stem,15.0,3,10,+,2,157.0
758,8,stem,15.0,3,10,-,1,3177.0
759,8,stem,15.0,3,10,-,2,2971.0
760,8,stem,15.0,3,30,+,1,135.0
761,8,stem,15.0,3,30,+,2,155.0
762,8,stem,15.0,3,30,-,1,143.0
763,8,stem,15.0,3,30,-,2,163.0
764,8,stem,15.0,3,100,+,1,171.0
765,8,stem,15.0,3,100,+,2,151.0
766,8,stem,15.0,3,100,-,1,148.0
767,8,stem,15.0,3,100,-,2,133.0
768,9,HCA_1,0.0,0,0,-,1,133.0
769,9,HCA_1,0.0,0,0,-,2,134.0
770,9,HCA_2,0.0,0,0,-,1,133.0
771,9,HCA_2,0.0,0,0,-,2,138.0
772,9,HCA_3,0.0,0,0,-,1,143.0
773,9,HCA_3,0.0,0,0,-,2,138.0
774,9,LNL,0.0,0,0,-,1,25.0
775,9,LNL,0.0,0,0,-,2,24.0
776,9,ctrl,0.0,0,0,-,1,898.0
777,9,ctrl,0.0,0,0,-,2,896.0
778,9,ctrl,0.0,0,10,-,1,1234.0
779,9,ctrl,0.0,0,10,-,2,873.0
780,9,ctrl,0.0,0,30,-,1,157.0
781,9,ctrl,0.0,0,30,-,2,152.0
782,9,ctrl,0.0,0,100,-,1,156.0
783,9,ctrl,0.0,0,100,-,2,153.0
784,9,stem,5.0,3,0,+,1,571.0
785,9,stem,5.0,3,0,+,2,607.0
786,9,stem,5.0,3,0,-,1,848.0
787,9,stem,5.0,3,0,-,2,853.0
788,9,stem,5.0,3,10,+,1,2883.0
789,9,stem,5.0,3,10,+,2,3069.0
790,9,stem,5.0,3,10,-,1,3447.0
791,9,stem,5.0,3,10,-,2,3931.0
792,9,stem,5.0,3,30,+,1,2670.0
793,9,stem,5.0,3,30,+,2,2585.0
794,9,stem,5.0,3,30,-,1,2385.0
795,9,stem,5.0,3,30,-,2,2199.0
796,9,stem,5.0,3,100,+,1,1735.0
797,9,stem,5.0,3,100,+,2,1488.0
798,9,stem,5.0,3,100,-,1,1514.0
799,9,stem,5.0,3,100,-,2,1413.0
800,9,stem,7.5,3,0,+,1,359.0
801,9,stem,7.5,3,0,+,2,345.0
802,9,stem,7.5,3,0,-,1,839.0
803,9,stem,7.5,3,0,-,2,862.0
804,9,stem,7.5,3,10,+,1,341.0
805,9,stem,7.5,3,10,+,2,274.0
806,9,stem,7.5,3,10,-,1,2247.0
807,9,stem,7.5,3,10,-,2,3100.0
808,9,stem,7.5,3,30,+,1,197.0
809,9,stem,7.5,3,30,+,2,206.0
810,9,stem,7.5,3,30,-,1,147.0
811,9,stem,7.5,3,30,-,2,141.0
812,9,stem,7.5,3,100,+,1,186.0
813,9,stem,7.5,3,100,+,2,273.0
814,9,stem,7.5,3,100,-,1,152.0
815,9,stem,7.5,3,100,-,2,152.0
816,9,stem,10.0,3,0,+,1,218.0
817,9,stem,10.0,3,0,+,2,284.0
818,9,stem,10.0,3,0,-,1,857.0
819,9,stem,10.0,3,0,-,2,867.0
820,9,stem,10.0,3,10,+,1,187.0
821,9,stem,10.0,3,10,+,2,477.0
822,9,stem,10.0,3,10,-,1,963.0
823,9,stem,10.0,3,10,-,2,1357.0
824,9,stem,10.0,3,30,+,1,171.0
825,9,stem,10.0,3,30,+,2,164.0
826,9,stem,10.0,3,30,-,1,147.0
827,9,stem,10.0,3,30,-,2,143.0
828,9,stem,10.0,3,100,+,1,280.0
829,9,stem,10.0,3,100,+,2,157.0
830,9,stem,10.0,3,100,-,1,145.0
831,9,stem,10.0,3,100,-,2,145.0
832,9,stem,12.5,3,0,+,1,228.0
833,9,stem,12.5,3,0,+,2,221.0
834,9,stem,12.5,3,0,-,1,856.0
835,9,stem,12.5,3,0,-,2,875.0
836,9,stem,12.5,3,10,+,1,155.0
837,9,stem,12.5,3,10,+,2,156.0
838,9,stem,12.5,3,10,-,1,1072.0
839,9,stem,12.5,3,10,-,2,1726.0
840,9,stem,12.5,3,30,+,1,156.0
841,9,stem,12.5,3,30,+,2,149.0
842,9,stem,12.5,3,30,-,1,147.0
843,9,stem,12.5,3,30,-,2,141.0
844,9,stem,12.5,3,100,+,1,156.0
845,9,stem,12.5,3,100,+,2,150.0
846,9,stem,12.5,3,100,-,1,145.0
847,9,stem,12.5,3,100,-,2,136.0
848,9,stem,15.0,3,0,+,1,266.0
849,9,stem,15.0,3,0,+,2,206.0
850,9,stem,15.0,3,0,-,1,869.0
851,9,stem,15.0,3,0,-,2,878.0
852,9,stem,15.0,3,10,+,1,285.0
853,9,stem,15.0,3,10,+,2,152.0
854,9,stem,15.0,3,10,-,1,2421.0
855,9,stem,15.0,3,10,-,2,1637.0
856,9,stem,15.0,3,30,+,1,152.0
857,9,stem,15.0,3,30,+,2,147.0
858,9,stem,15.0,3,30,-,1,148.0
859,9,stem,15.0,3,30,-,2,158.0
860,9,stem,15.0,3,100,+,1,170.0
861,9,stem,15.0,3,100,+,2,147.0
862,9,stem,15.0,3,100,-,1,144.0
863,9,stem,15.0,3,100,-,2,137.0
