,fraction,mean,well,strain,sal,las,iptg,chlor,replicate,condition,plate
79,0.11593584192230286,2.6482103780340887,G08,stem,10.0,3,30,+,2,10.0 sal +chlor,2
80,0.8840641580776971,4.1306052004557126,G08,stem,10.0,3,30,+,2,10.0 sal +chlor,2
81,0.1228813559322034,1.9145829451056422,H08,stem,10.0,3,100,+,2,10.0 sal +chlor,2
82,0.8771186440677966,3.8654858081545953,H08,stem,10.0,3,100,+,2,10.0 sal +chlor,2
83,1.0,2.707809893093645,A11,ctrl,0.0,0,0,-,1,naive,2
84,0.043015349537885265,2.262681739042504,B11,ctrl,0.0,0,10,-,1,naive,2
85,0.9569846504621148,3.722985716259029,B11,ctrl,0.0,0,10,-,1,naive,2
86,0.9279886484568997,1.7827507937899896,C11,ctrl,0.0,0,30,-,1,naive,2
87,0.07201135154310039,3.975578639241895,C11,ctrl,0.0,0,30,-,1,naive,2
88,0.8450866326274379,1.8657618279617723,D11,ctrl,0.0,0,100,-,1,naive,2
89,0.15491336737256214,3.6657807281421873,D11,ctrl,0.0,0,100,-,1,naive,2
90,1.0,2.7148499459195734,E11,ctrl,0.0,0,0,-,2,naive,2
91,0.031179951129869342,2.2981400449226403,F11,ctrl,0.0,0,10,-,2,naive,2
92,0.9688200488701306,3.680092506498671,F11,ctrl,0.0,0,10,-,2,naive,2
93,0.9310793784124317,1.7630370556111359,G11,ctrl,0.0,0,30,-,2,naive,2
94,0.06892062158756825,3.880206353160897,G11,ctrl,0.0,0,30,-,2,naive,2
95,0.8030574148938521,1.8062720573653184,H11,ctrl,0.0,0,100,-,2,naive,2
96,0.19694258510614795,3.6286651587592376,H11,ctrl,0.0,0,100,-,2,naive,2
0,1.0,2.433718656937681,A01,stem,5.0,3,0,-,1,5.0 sal,3
1,0.5064852626901674,1.9374750947773511,B01,stem,5.0,3,10,-,1,5.0 sal,3
2,0.49351473730983264,3.705919021006112,B01,stem,5.0,3,10,-,1,5.0 sal,3
3,0.8221343873517787,1.9057376846292684,C01,stem,5.0,3,30,-,1,5.0 sal,3
4,0.17786561264822134,3.8022113427349247,C01,stem,5.0,3,30,-,1,5.0 sal,3
5,0.8947457056247895,1.9220884354741952,D01,stem,5.0,3,100,-,1,5.0 sal,3
6,0.08574014819804648,3.5275070920273435,D01,stem,5.0,3,100,-,1,5.0 sal,3
7,0.01951414617716403,4.55537677667633,D01,stem,5.0,3,100,-,1,5.0 sal,3
8,1.0,2.4176531109811017,E01,stem,5.0,3,0,-,2,5.0 sal,3
9,0.5628136447371207,1.905088394702134,F01,stem,5.0,3,10,-,2,5.0 sal,3
10,0.4371863552628793,3.6678844468417453,F01,stem,5.0,3,10,-,2,5.0 sal,3
11,0.8015796328193925,1.896347824368479,G01,stem,5.0,3,30,-,2,5.0 sal,3
12,0.1984203671806075,3.720041057574994,G01,stem,5.0,3,30,-,2,5.0 sal,3
13,0.869036678085053,1.9043720741383823,H01,stem,5.0,3,100,-,2,5.0 sal,3
14,0.11698972345225166,3.5143333365060645,H01,stem,5.0,3,100,-,2,5.0 sal,3
15,0.013973598462695296,4.589783710651445,H01,stem,5.0,3,100,-,2,5.0 sal,3
16,1.0,2.7206606697487405,A02,stem,7.5,3,0,-,1,7.5 sal,3
17,0.02721116355427868,1.9061308437894324,B02,stem,7.5,3,10,-,1,7.5 sal,3
18,0.9727888364457213,3.675731392790544,B02,stem,7.5,3,10,-,1,7.5 sal,3
19,0.31752115271843845,2.115465155160653,C02,stem,7.5,3,30,-,1,7.5 sal,3
20,0.6824788472815615,4.0775727591305415,C02,stem,7.5,3,30,-,1,7.5 sal,3
21,0.45046963855934913,1.7518585147406656,D02,stem,7.5,3,100,-,1,7.5 sal,3
22,0.5495303614406509,3.6469957133742046,D02,stem,7.5,3,100,-,1,7.5 sal,3
23,1.0,2.711270981820549,E02,stem,7.5,3,0,-,2,7.5 sal,3
24,0.03702796489079404,2.006421878177541,F02,stem,7.5,3,10,-,2,7.5 sal,3
25,0.9629720351092059,3.6636646830149906,F02,stem,7.5,3,10,-,2,7.5 sal,3
26,0.37446010576659716,1.7672535595776377,G02,stem,7.5,3,30,-,2,7.5 sal,3
27,0.6255398942334028,4.015807734003932,G02,stem,7.5,3,30,-,2,7.5 sal,3
28,0.3852228702797054,1.7624532586402981,H02,stem,7.5,3,100,-,2,7.5 sal,3
29,0.6147771297202946,3.6745416225069114,H02,stem,7.5,3,100,-,2,7.5 sal,3
30,1.0,2.7330052674081418,A03,stem,10.0,3,0,-,1,10.0 sal,3
31,0.0346850241349111,1.846433951408705,B03,stem,10.0,3,10,-,1,10.0 sal,3
32,0.9653149758650889,3.7072722634198287,B03,stem,10.0,3,10,-,1,10.0 sal,3
33,0.9696757013397188,1.8093651401428235,C03,stem,10.0,3,30,-,1,10.0 sal,3
34,0.030324298660281156,4.13791444472501,C03,stem,10.0,3,30,-,1,10.0 sal,3
35,0.9288395941046489,1.815874504726885,D03,stem,10.0,3,100,-,1,10.0 sal,3
36,0.07116040589535108,3.670451409800801,D03,stem,10.0,3,100,-,1,10.0 sal,3
37,1.0,2.72017246408456,E03,stem,10.0,3,0,-,2,10.0 sal,3
38,0.0195135803971683,1.9802635431886264,F03,stem,10.0,3,10,-,2,10.0 sal,3
39,0.9804864196028317,3.6819818217781703,F03,stem,10.0,3,10,-,2,10.0 sal,3
40,0.974200334096393,1.8370130385603005,G03,stem,10.0,3,30,-,2,10.0 sal,3
41,0.025799665903607005,4.161154651286028,G03,stem,10.0,3,30,-,2,10.0 sal,3
42,0.9038286133790127,1.7652960733528276,H03,stem,10.0,3,100,-,2,10.0 sal,3
43,0.0961713866209873,3.6953320856248184,H03,stem,10.0,3,100,-,2,10.0 sal,3
44,1.0,2.3465996357761396,A06,stem,5.0,3,0,+,1,5.0 sal +chlor,3
45,0.6200799445282865,1.9700691412716844,B06,stem,5.0,3,10,+,1,5.0 sal +chlor,3
46,0.3799200554717135,3.6451173945799002,B06,stem,5.0,3,10,+,1,5.0 sal +chlor,3
47,0.8332304780712582,1.914645512105204,C06,stem,5.0,3,30,+,1,5.0 sal +chlor,3
48,0.16676952192874187,3.833280963369072,C06,stem,5.0,3,30,+,1,5.0 sal +chlor,3
49,0.8011161950879209,1.9322929222923133,D06,stem,5.0,3,100,+,1,5.0 sal +chlor,3
50,0.1822639883456101,2.7379434440077195,D06,stem,5.0,3,100,+,1,5.0 sal +chlor,3
51,0.016619816566469006,4.590289756505802,D06,stem,5.0,3,100,+,1,5.0 sal +chlor,3
52,1.0,2.3356415704387294,E06,stem,5.0,3,0,+,2,5.0 sal +chlor,3
53,0.5390877454635844,1.9246819440705296,F06,stem,5.0,3,10,+,2,5.0 sal +chlor,3
54,0.4609122545364156,3.600620416835987,F06,stem,5.0,3,10,+,2,5.0 sal +chlor,3
55,0.868590139626838,1.9127431945925306,G06,stem,5.0,3,30,+,2,5.0 sal +chlor,3
56,0.131409860373162,3.827369718076151,G06,stem,5.0,3,30,+,2,5.0 sal +chlor,3
57,0.8243047479137336,1.9460013238597498,H06,stem,5.0,3,100,+,2,5.0 sal +chlor,3
58,0.17569525208626635,2.9194807065844826,H06,stem,5.0,3,100,+,2,5.0 sal +chlor,3
59,1.0,2.6983308363022145,A07,stem,7.5,3,0,+,1,7.5 sal +chlor,3
60,0.08028783958602846,2.2778177437458793,B07,stem,7.5,3,10,+,1,7.5 sal +chlor,3
61,0.9197121604139715,3.68757653703474,B07,stem,7.5,3,10,+,1,7.5 sal +chlor,3
62,0.30305454694647876,2.0367034918932605,C07,stem,7.5,3,30,+,1,7.5 sal +chlor,3
63,0.6969454530535213,3.9793818548457565,C07,stem,7.5,3,30,+,1,7.5 sal +chlor,3
64,0.38436658806835966,1.7760138685122016,D07,stem,7.5,3,100,+,1,7.5 sal +chlor,3
65,0.6156334119316403,3.654682558856915,D07,stem,7.5,3,100,+,1,7.5 sal +chlor,3
66,1.0,2.713188213221549,E07,stem,7.5,3,0,+,2,7.5 sal +chlor,3
67,0.03920500403551251,2.2406896937874548,F07,stem,7.5,3,10,+,2,7.5 sal +chlor,3
68,0.9607949959644875,3.670418914878557,F07,stem,7.5,3,10,+,2,7.5 sal +chlor,3
69,0.3589568457000931,1.9084774512504283,G07,stem,7.5,3,30,+,2,7.5 sal +chlor,3
70,0.6410431542999069,3.8987860188986723,G07,stem,7.5,3,30,+,2,7.5 sal +chlor,3
71,0.3878626345463865,1.8631482900524914,H07,stem,7.5,3,100,+,2,7.5 sal +chlor,3
72,0.6121373654536135,3.695336787605552,H07,stem,7.5,3,100,+,2,7.5 sal +chlor,3
73,1.0,2.711474032975141,A08,stem,10.0,3,0,+,1,10.0 sal +chlor,3
74,0.025215015683496912,1.8745453158635421,B08,stem,10.0,3,10,+,1,10.0 sal +chlor,3
75,0.9747849843165031,3.7185856634035463,B08,stem,10.0,3,10,+,1,10.0 sal +chlor,3
76,0.8948186307901907,1.6796304551312744,C08,stem,10.0,3,30,+,1,10.0 sal +chlor,3
77,0.10518136920980926,3.8128675598018877,C08,stem,10.0,3,30,+,1,10.0 sal +chlor,3
78,0.9551310984366665,1.8339732705894758,D08,stem,10.0,3,100,+,1,10.0 sal +chlor,3
79,0.04486890156333347,3.9200764497915817,D08,stem,10.0,3,100,+,1,10.0 sal +chlor,3
80,1.0,2.710176430581647,E08,stem,10.0,3,0,+,2,10.0 sal +chlor,3
81,0.018093530253269124,2.077413907133065,F08,stem,10.0,3,10,+,2,10.0 sal +chlor,3
82,0.9819064697467309,3.6815281445386323,F08,stem,10.0,3,10,+,2,10.0 sal +chlor,3
83,0.611782381446135,1.6442334174142261,G08,stem,10.0,3,30,+,2,10.0 sal +chlor,3
84,0.38821761855386505,3.7509144925898883,G08,stem,10.0,3,30,+,2,10.0 sal +chlor,3
85,0.7618711045428259,1.6828419982965575,H08,stem,10.0,3,100,+,2,10.0 sal +chlor,3
86,0.23812889545717406,3.783439049223832,H08,stem,10.0,3,100,+,2,10.0 sal +chlor,3
87,1.0,2.687080420156451,A11,ctrl,0.0,0,0,-,1,naive,3
88,0.024559206672994972,2.066091134699492,B11,ctrl,0.0,0,10,-,1,naive,3
89,0.9754407933270051,3.678492527035504,B11,ctrl,0.0,0,10,-,1,naive,3
90,0.9980732568044457,1.9341525946963138,C11,ctrl,0.0,0,30,-,1,naive,3
91,0.9406467545185532,1.845045826354704,D11,ctrl,0.0,0,100,-,1,naive,3
92,0.05935324548144679,3.6421568537063163,D11,ctrl,0.0,0,100,-,1,naive,3
93,1.0,2.710530102142168,E11,ctrl,0.0,0,0,-,2,naive,3
94,0.0240633628247244,2.0862651897103044,F11,ctrl,0.0,0,10,-,2,naive,3
95,0.9759366371752756,3.6735832380766995,F11,ctrl,0.0,0,10,-,2,naive,3
96,0.9977542184275483,1.9418667190430263,G11,ctrl,0.0,0,30,-,2,naive,3
97,0.9294891337485301,1.8294250608378926,H11,ctrl,0.0,0,100,-,2,naive,3
98,0.07051086625146988,3.63902872426939,H11,ctrl,0.0,0,100,-,2,naive,3
0,1.0,2.5680931291238434,A01,stem,5.0,3,0,-,1,5.0 sal,4
1,0.37079157029041376,1.839803988714809,B01,stem,5.0,3,10,-,1,5.0 sal,4
2,0.6292084297095862,3.6323352244036444,B01,stem,5.0,3,10,-,1,5.0 sal,4
3,0.7594831446299495,1.870753505398263,C01,stem,5.0,3,30,-,1,5.0 sal,4
4,0.24051685537005055,3.8749150544302067,C01,stem,5.0,3,30,-,1,5.0 sal,4
5,0.9279371299924957,1.8987001298663977,D01,stem,5.0,3,100,-,1,5.0 sal,4
6,0.07206287000750437,3.7464471230929717,D01,stem,5.0,3,100,-,1,5.0 sal,4
7,1.0,2.528550469816768,E01,stem,5.0,3,0,-,2,5.0 sal,4
8,0.3297364120186062,1.957690669390274,F01,stem,5.0,3,10,-,2,5.0 sal,4
